what is the hotel like?	It is called the Rose Sierra Hotel and it is a 3-star hotel that includes free breakfast, wifi and parking. The total cost would be  $2170.90.
what type of flight is that going to be?	It is an economy class flight
let¡¯s book it please	Perfect. Have a great trip.
Hi, me and my family want to take a trip to Kakariko Village.	How many adults and how many children will you be bringing with you?   Do you have a preferred departure location?  What would be your maximum budget?
We are four adults and 11 children departing from Godric's Hollow. $3500 is the most we are willing to spend.	I do not have any packages available from that departure location for that budget.  Would you like to adjust the budget?
I would not be able to spend more than $4500	Would you like to suggest another departure location?  And what travel destination would you like to travel to?
We'll catch a flight from Toronto then. We're headed for Kakariko Village.	There are no travel packages available to Kakariko Village.
Ok, do you have any travel packages to Kingston, Canada for 11 kids and 4 adults, $3500 or less, departing from Toronto?	Yes, I have a package available leaving Toronto at 10:00 a.m. on August 24th and returning to Toronto at 4:00 a.m on August 30th.  This package offers free breakfast, free wifi, and free parking.  The cost of this package is 3465.91 USD.  Would you like to book this package?
Do you have any information on what activities are included in the package?	I can't help you with that.
Is this a direct flight to Kingston or do we have to make a transfer? Are the tickets business class?	The tickets are Economy.  I'm sorry, we do not have any tickets available to Business Class for this flight.  Would you like to book this package?
Hi, I'm looking for a trip  from Thursday, August 18, 2016 to Thursday, September 8, 2016 to Mexico City	I can look into your options for you. Where would you like to depart from?
Kingston	I can book 5 days in Mexico City leaving from Kingston, Canada for 1226.20USD. Or, if you're interested 12 days in Columbus for 1865.3USD.
How many stars do the hotels have and what's included with the hotel?	The Mexico City hotel is 3.0 stars with free breakfast and free wifi, while the Columbus hotel is 2.5 stars with free parking and free wifi.
I prefer 3 stars and above. I'm flexible with my budget, is there anything else in Columbo?	I can get you 12 days at a 3.5 start hotel in Columbus for 1942.52USD.
That's looking good. I want to see a few more options before I choose one. There's nothing available in Porto?	You can spend 13 days in Porto at a 3.0 star hotel for 2112.86USD. 
Porto would be great. Can you tell me more about the hotel.	The hotel is Deluxe Hotel  and has free breakfast and wifi. You can also stay at Amistad for 13 days, this hotel has a 3.5 rating as well with free breakfast and wifi.
Hi im from Caprica looking to book a vacation to Hyrule	Hello, I am sorry but we do not have anything available for those destinations  Are you interested in other destinations?
Ya for sure, not sure where, lets see what would fit my plans between the 13th of august and the 16th	would you be interested in going to Vancouver or Toronto?
How about if i leave fro Birmingham?	I am sorry, it's a busy time of year and all I have available at the moment is Vancouver or Toronto.
sure lets try Vancouver then	Do you have a date in mind?
I want to leave on the 13th of august and be back on the 16th	Do you have a date in mind?
I want to leave on the 13th	I have nothing available on the 13th. I do have something available from the 17th to the 25th of August.
Hey man, imma leave from Godric's Hollow on August 27, 2016 and go to Goiania. Can't pay more than 4300USD. Watcha got?	Hello, how many people will be travelling to Goiania?
Just me	I cannot find any trips to Goiania leaving from Godric's Hollow. Is there another nearby city you could depart from?
yeah how about Montreal?	I can book you 11 days in Goiania for 3374.42USD. Are you interested?
that's leaving on August 27th?	You will leave Montreal on Tuesday, August 16th 2016.
nothing closer to the 27th?	I can book 11 days at the same hotel for 3549.83USD leaving on August 25.
ya that's awesome. I'll book it. thanks man.	Ok, I will book that trip. Enjoy.
HI im from Alexandria looking to book a 12 day vacation	I only have flights available to Vancouver, Canada at the moment. Would that be satisfactory?
Hi im from termina can we find a vacation that starts on the 13th?	The earliest available flight I have leaves on September 20th, leaving from Dallas with Vancouver, Canada as a destination.
How about if i leave from Vancouver where would i be able to go?	Either Calgary or Toronto.
and if i were to leave from columbus?	From Columbus, I have  flights available to Toronto or Vancouver.
what do we have for Toronto?	From Toronto I have packages available to Calgary or Vancouver. I am only showing the cheapest packages. Perhaps if you give me your budget, I can find other more exciting destinations.
i have a budget of $3000, and let¡¯s say that i leave from Mexico City	I apologize, but leaving from Mexico City, the only available destinations are Toronto or Vancouver. Perhaps if we change your dates?
Hi. I'm looking for an adventure from Thursday, August 18 to Saturday, September 3. I'm thinking of going to Fortaleza. Yes, with free breakfast of course. I'm leaving from Essen.	I can book 8 days in Fortaleza for 2026.51USD, 9 days in Ciudad Juarez for 3393.97USD, 9 days in Burlington for 2119.26USD, or 9 days in Buenos Aires for 2085.15USD. All of these options have free breakfast.
Can you tell me more about the Fortaleza package?	I can book 8 days in Fortaleza for 2026.51USD.
How many stars is the hotel?	The hotel in Fortaleza is 3.0 stars with a user rating of 7.15 stars.
Is there free wifi?	There is free wifi and free parking in addition to free breakfast.
I like the Fortaleza package. How about the Ciudad Juarez and Burlington packages, is there free wifi and parking in addition to breakfast?	The hotel in Ciudad Juarez has free parking and wifi, but the hotel in Burlington does not offer free parking. It does, however, have free wifi.
I'll book the Fortaleza package please.	You will leave Essen at 10:00 am - Wednesday, August 17th 2016. Thank you for using this service.
Hi, my name is Harry Potter and I'd like to go to Hogsmeade leaving from Kakariko Village on Saturday, August 13th for 3 nights with 11 friends.	I can book 6 days at Obsidian Gem Inn in Vancouver, Canada for 10540.39USD. Would you like to leave from Dallas, USA?
What? No. I'm looking for a trip to Hogsmeade with 11 of my friends.	I can offer you a trip for 12 adults is 6 days at Obsidian Gem Inn in Vancouver, Canada for 10540.39USD. Shall I go ahead and book this?
I'll have to talk about it with my friends and get back to you. Thank you for your help.	Goodbye
Hi looking to go on vacation on the 13th of august	Our best deal right now is to Vancouver, Canada.
How about Naples	and which city will you be departing from?
Vancouver	Perfect, any idea how long you would like to spend in Naples and when you would like to depart?
im planning on a three day get away from the 13th to the 16th of August	I have an availability on August 19th and it is for a 6 day stay. Are you okay with that?
ya that sounds interesting can you tell me more about this package?	You would be staying at the Courtyard Resort which is a 3-star hotel, breakfast and wifi included. The flight is a direct flight from Vancouver to Naples on economy class. The total cost is $2349.83USD.
are there any other Hotels?	There is also the Tower Hotel which is a 4-star hotel, but that one is only available from August 24th to August 28th.
How much would that be?	$2016.37USD
and is that flight in Business class?	No it would be in economy class
can we upgrade it?	Absolutely.  The new price  would work out to $2568.35USD. Would you like me to book that for you?
Hi. I live in Busan and I'd like to go to Las Vegas from Wednesday August 17 to Monday September 5. What's available?	I can get you 7 days in Vancouver, Canada for 2742.44USD. Does this interest you?
Perhaps another time, I'm really just looking for Las Vegas.	Do you have a budget in mind?
Around 3000USD	You can book 10 days in Cairo for 2532.89USD. I cannot find anything in Las Vegas, within your budget.
How much is a package to Punta Cana?	I can book 12 days in Punta Cana for 3506.84USD.
I'd like to compare the Cairo and Punta Cana packages. What are the hotels, how many stars, free wifi, free breakfast?	In Cairo you would be staying at Mellow Horizon Inn & Suites. It has a 3.0 star rating with free wifi, breakfast, and parking. In Punta Cana you would be staying at Atlantis Gorge. It has a 2.5 star rating with free wifi and breakfast.
I'd like to book the Cairo package. Thank you!	Ok, I will book this package. Enjoy your trip.
Hello, I want to leave from Seoul on August 27 and return on September 9. You can go to Manaus.	Do you have a maximum budget for this travel package?
No budget, I show me an array of packages with varying prices	Only one travel package for Mainaus is available for a departure on August 27th at 8:00 a.m.  The hotel is very good, with a 6.77/10 guest rating.  However, the return date is August 31st at 1:00 a.m. for this travel package.  I have no other locations available for these departure and arrival dates.  Would you like to book this travel package?
Would I be staying in a room with an ocean front view? How much would it cost to upgrade to such a room?	I'm sorry, I do not have that information
Does the hotel have a gym which guests can access?	Yes there is a gym.  Would you like to book this travel package?
I'm a polygamist and I'd like to travel with my 6 partners and 1 child to San Juan from Pittsburgh on a budget of 6600 USD	I can book 8 days in Pittsburgh for 7 adults and 1 child for 6067.58USD. Would you like to hear more options?
Can you tell me how much the hotel is per night, in case we make a last minute decision to stay one more night?	The hotel in Pittsburgh would cost 6067.58USD to stay from August 17 to August 24. 
How much would it cost from August 17th to August 25th?	I'm sorry, I cannot find any options available in Pittsburgh for August 17 to August 25 that depart from San Juan.
Ok I'll book the package with 8 days in Pittsburgh from August 17th to the 24th. Thank you.	Booking that package for you now - have a good day
Hi, send me on a 10 day-trip away from Cairo. I'd like to leave August 15. Send me to Sendai. Money is not object	How many adults and how many children will be travelling?
Just me, one adult	I have a trip to Sendai from August 15th at 11:00 a.m. to August 22nd at 7:00 a.m.  The guest rating is 8.49/10. You'll be flying economy
Would you be able to tell me which airline I would be flying with?	No, but I can confirm that you will be flying Economy.
Would it be possible to upgrade to first class?	I can offer you another package.  If you leave on August 17th, I can offer you a hotel with a guest rating of 8.8/10 and you could fly Business Class.  The flight would leave from Cairo on Wednesday August 17th at 11:00 a.m. and return Wednesday, August 24th at 7:00 a.m.  In addition, the hotel has free wifi.  Would you like to book this travel package?
Could you tell me if either of these hotels allows pets?	No, I do not have access to this information. Would you like to book this travel package anyway?
Good afternoon, I'd like to book a trip with my son from August 18 to August 29. He and I would be leaving from Curitiba. What destinations can you offer?	I can offer 11 days in Hamburg for 3550.41USD. You would return on August 28th
Goodness that's too expensive. Is there anything you can offer around $2600?	I can also offer 10 days in Vancouver, Canada for 4319.83USD, 9 days in Frankfurt for 4615.35USD, or 12 days in Paris for 4771.39USD.
Is there anything for 2600USD between the dates of August 18 and August 29th? For less than 10 days?	Would you be interested in spending 9 days in Manaus for 1162.21USD?
Fantastic! What are the departure and arrival dates?	You would depart on Friday, August 19th and return Saturday, August 28th.
What is the hotel, and how many stars does it have?	The hotel is called Hotel Mundo and has a 2.5 star rating. I can also offer you 5 days at Scarlet Palms Resort, a 3.5 star rating hotel, for 1358.78USD.
I like the Scarlet Palms Resort. What are the departure and arrival dates?	You will depart Wednesday, August 24th 2016 and return home on Sunday, August 28th 2016.
Is there an indoor pool at the hotel?	There is free wifi and breakfast at the hotel.
Ok I'll book this one.	Sure thing. I will book 5 days at the Scarlet Palms resort for one adult and one child. Thank you.
Hi, my family and i are booking a trip to Sacramento, can you help us?	Sure, where would you be flying out of?
we would be coming from San Diego	How many people will you be?
there will be 3 kids and myself (an adult)	Are there any specific dates you would like to book for?
not really	how long would you like to stay?
depends on the package we get	do you have a budget in mind?
im willing to spend at most $4200	I have something available at the Bronze Luxury Hotel which is a 5-star hotel for $2672.25 departing on Aug 19th and returning on August 26th. Is this suitable?
yes actually that would be wonderful can i upgrade the flight?	Of course you can, the new price would be $3064.23USD. Would you like me to book that for you?
Hi I need a break from Gotham City, the crime rate is just too high. I'd like to go to Hogsmead with 3 kids and 9 adults.	I cannot find any trips from Gotham City to Hogsmead. What about Dallas to Vancouver?
No thank you, in that case I will stay in Gotham City. Thanks for your help.	Goodbye.
Hello, I have 15 vacation days available between June 1st and August 31st. I am leaving from Theed. I would like to go somewhere with lots of sunshine.	I have no departures available from Theed.  Would you like to pick another departure travel location?
Do you have any departures from Kobe, Japan?	No, I don't.  Would you like to select another location?
How about Birmingham City?	Sure.  Would you like to go to Mexico City?  I have a flight available on Wednesday, August 17th at 10:00 a.m. to Tuesday, August 23rd at 4:00 a.m.
What are my options for hotels?	The best hotel I have is a 3.0 star hotel with a 6.91/10 rating.  The flight for this travel package would be from Monday, August 15th at 10:00 a.m. to Sunday, August 21st at 4:00 a.m.  The hotel has free parking and free wifi.  Would you like to book this travel package?
How much would this package be? Could you offer me a cheaper hotel?	The cost of this package is 1644.98 USD.  Would you like to book this travel package?
Could you show me some hotels with lower guest ratings and lower prices?	Here are a couple of options.  The first option is a 3.0 star hotel (the Tropic), with a guest rating of 6.77/10 and a business class flight.  The cost is 1002.27 USD.  Or, if you prefer, you could choose the same 3.0 star hotel with a guest rating of 6.77/10 (the Tropic) and an economy flight,  for 812.69.
What other destinations could you offer me if I'm departing from Birmingham City?	I could offer you Vancouver, British Columbia, or Porto Alegre, Brazil.  Which would you prefer?
How much are the packages to each city?	Would you like a more expensive or a less expensive travel package?
I would like to see both options, along with the hotels offered	I could offer you the package to Porto Alegre, Brazil for 2572.16 USD. The hotel would be the Deluxe Hotel (which has a guest rating of 8.69/10) or the package to Vancouver, British Columbia for 477.93 USD .  The hotel would be Parallel Carnaval Bed & Breakfast (which has a guest rating of 8.86/10).
I can extend my vacation time to the 14th of September, does this open up any new options?	I have an even better option available for you.  You could travel to Vancouver, Canada for $511.80 USD.  You would stay at the Western Ridge.  It is a 4.0 star hotel with a 10/10 guest rating.  If, however, you would really like to travel to Mexico City, I have a great package for you at only 1168.35 USD.  You would stay at the Exalted Willow Resort & Suites.  It is a 3.5 star hotel with a 8.37/10 guest rating.  Which would you prefer?
Could you tell me which of these resorts offers free wifi?	Both have wifi
I am also inquiring about the previous offered packages	All of them do.
Could you let me know which class I would be flying in for each destination?	Would you prefer to fly Business Class or Economy?
I would prefer to fly economy	The flight to Vancouver and the flight to Mexico City are Economy flights.
Hello! I live in Munich and I'd like to book any kind of trip between Monday, August 15th and Friday August 26th for 3 adults and 3 kids.	I can book 8 days in Toronto for 5844.99USD, 8 days in Vancouver for 6088.3USD, or 8 days in Calgary for 11900.25USD. Do any of these destinations interest you?
I have a budget of 2800 USD... Do you have anything cheaper? Perhaps for a shorter duration?	I can book 9 days in Hamburg for 1296.31USD, 5 days in Rome for 1502.94USD, 5 days in Stuttgart for 2370.61USD, 6 days in Mannheim for 2460.91USD, 9 days in Paris for 2505.13USD, or 6 days in Frankfurt for 2762.18USD.
I'll book 6 days in Mannheim.	Ok. I can upgrade your flights to business class for a total of 2715.60USD. Would you like that?
Yes perfect. How is the hotel?	The hotel is 5 stars and includes free wifi with an onsite spa.
Perfect! I will book this one.	You will depart Munich at 9:00 am - August 17th and leave Mannheim at 3:00 am - August 22nd. I will book this trip to The Regal Resort for you. 
Hi im from punta cana looking to go on a trip	Where would you like to travel to?
Im thinking to Fukuoka	Did you have any specific dates in mind?
maybe the 15th of August until the 20th	How many people will be travelling with you?
just myself	would the 15th to the 18th work for you?
where would i be staying?	HOTEL Sugoi in Fukuoka
what is the rating	It is a 3-star hotel and your package includes free wifi
and what if i were to go to Essen?	I have a couple of choices in Essen. Are you looking for a 2-star or a 3-star option?
The three star option	Your best choice would be the Relaxation Hotel which is a 3-star hotel and includes breakfast and wifi. It is available either from August 15th to August 27 or from August 27th to September 2nd.  Do either one of those dates fit into your schedule?
these dates don¡¯t look like they would be compatible with my schedule. Hey, how about going to hiroshima?	I apologize, I have nothing available to Hiroshima. Would you like me to explore other options?
Is there a flight to Santiago	I have several that suit your dates.. Your stay would be at the Una casa which is a 3-star hotel and includes free breakfast, wifi and parking, should you wish to rent a car and explore the surrounding areas.  The flight departs on August 15th and returns on the 20th.
can you compare the price of this and the one to the package in St. Loius	The package to Santiago is $2455.37 as opposed to the package to Essen which would be $3016.94. Please keep in mind that the trip to Essen is a longer trip though.
and how much is the trip to Fukuoka and what are the dates?	That package was $3794 based on economy class. It departed on August 15th with a return date of August 18th.
which of these have the best rated hotels?	In Fukuoka, the hotel is a 3-star, in Essen you have the option of a 2-star at $3016.94 or a 3-star at $3073.16 and in Santiago the hotel has a 3-star rating.
it seems to me that the packages in Essen are the best offer. So what are the dates?	Are you interested in the 2-star option or the 3-star option?
the 3 star hotel seems to be the best how much would it be to book a business class flight?	If you are looking for a business class flight, I only have one package that has the availability. It would be at the Motel Ivory which is the 2-star hotel and  is only available from August 26 to September 1st. The total price for that package is $3314.99.
If i were to choose economy class what would it be?	At the 2-star Motel Ivory Safari, for your original departure date of August 15 it is $3016.94. At the 3-star Relaxation Hotel,  it is $3073.16.  Is Essen your final choice for the destination?
yes i believe it will be. lets book the 3 star hotel	Fantastic. Let me get all your information so that we can finalize your reservation.
Hey! You can help me by finding a trip to Philadelphia from Maceio.	In Philadelphia you can stay at a 2.5 star hotel for 11 days. As for Fukuoka, 11 days at a 2.5 star hotel would cost 4719.74USD. I can offer 14 days in Essen for 3787.14USD; this would be at a 2.0 star hotel. 4 days at a 2.0 star hotel in San Antonio would cost 2311.48USD.
Let's start with Philadelphia, how much is it I upgrade to business class?	For this hotel in Philadelphia, it would cost 3340.56USD to travel from Maceio by business class.
And for a four star hotel?	Sorry, I only have 2.5 star hotels available in Philadelphia.
Let's see about Fukuoka upgraded to business class and a four star hotel.	I have a 3.5 star hotel available in Fukuoka, The Oceanside Hotel. It has a guest rating of 8.22/10. I could book you a business class trip for 11 days at 6228.88USD.
Is this hotel in the downtown area of the city?	I do not know the location of The Oceanside Hotel within the city of Fukuoka, sorry.
Is there a spa in the hotel?	There is no spa in the hotel, but there is free wifi.
I will keep this option in mind. How about Essen, do you have anything less than 14 days?	Do you have a length of stay in mind?
Around 11 days.	Sorry, I am only coming up with 14 day trips to Essen. Perhaps another nearby departure city would work?
Good idea. What about Canoas?	It seems that Canoas is not in my database.
What about porto alegre	I have multiple 5 day options available from Porto to Essen. 
I would prefer 11 days	Do you have a departure date in mind? Or an approximate departure date?
Anytime in the month of September	Unfortunately I only have 5 days options leaving from Porto available at this time.
In that case, let's go back to the Fukuoka 11 day package.	Would you like me to explore your Fukuoka options leaving from Porto Alegre?
Yes please.	I can offer 13 days in Fukuoka for 5777.48USD.
In that case, I will take the 11 day package. One more thing, is there free breakfast?	The 11 day trip to Fukuoka from Maceia is also during August. However, the Oceanside Hotel does provide free breakfast!
 I'll book this one. Thank you, friend!	Great, thank you!
Good afternoon. I'd like to book a business trip to New York from Mannheim. What can you offer?	Certainly. What date do you have business in Mannheim so that I can accommodate your schedule?
Dates are flexible, but I have a company budget of 3100 USD. I'd like to go either in August or September.	Great. I have a 5 star hotel available for 2097.76USD.
how much will it cost?	The above price leaves August 17th and returns August 27th. To leave August 27th and return on September 6th, the price would be 2582.47USD.
What about leaving around September 13th?	You could leave September 16th and return September 26th for 2753.45USD.
I prefer the one leaving on August 17th. Is there free wifi?	The Regal Resort has free wifi as well as a spa to relax at after your business meetings!
That sounds very nice. Does the package include a business class flight?	2097.76USD is the cost for Economy flights. To upgrade to Business class would cost 2674.43USD. Would you like to book this trip with Business class flights?
Yes I would!	Perfect. You will depart from New York at 2:00 pm - Wednesday, August 17th 2016.
What is the time of arrival?	You will arrive in Mannheim at 10:16 pm - Wednesday, August 17th 2016.
Great! And the time at which I will be departing from Mannheim to return to nyc?	You will leave Mannheim at 8:00 am - Saturday, August 27th 2016 and arrive in New York at 4:16 pm - Saturday, August 27th 2016
